Designator,Mid X,Mid Y,Rotation,Layer
"D62",229.550000,-71.525000,90.000000,bottom
"D63",243.425000,-53.125000,90.000000,bottom
"D64",234.380000,-33.950000,90.000000,bottom
"D65",253.380000,-33.800000,90.000000,bottom
"D67",277.200000,-5.800000,90.000000,bottom
"D68",272.375000,-33.650000,90.000000,bottom
"D69",263.075000,-52.450000,90.000000,bottom
"D70",248.725000,-71.725000,90.000000,bottom
"D71",258.400000,-90.825000,90.000000,bottom
"D72",276.975000,-109.800000,90.000000,bottom
"D73",267.450000,-71.775000,90.000000,bottom
"D75",289.050000,-52.650000,90.000000,bottom
"D76",293.825000,-33.700000,90.000000,bottom
"D78",296.600000,-5.700000,90.000000,bottom
"D81",291.725000,-71.625000,90.000000,bottom
"D82",266.500000,-92.425000,90.000000,bottom
"D83",296.225000,-109.750000,90.000000,bottom
"D84",315.375000,-109.950000,90.000000,bottom
"D85",315.250000,-90.575000,90.000000,bottom
"D89",347.750000,-33.525000,90.000000,bottom
"D90",346.900000,-52.675000,90.000000,bottom
"D91",347.550000,-71.825000,90.000000,bottom
"D92",347.875000,-90.750000,90.000000,bottom
"D93",346.450000,-109.725000,90.000000,bottom
"D94",365.900000,-109.825000,90.000000,bottom
"D95",365.250000,-90.925000,90.000000,bottom
"D96",365.350000,-71.700000,90.000000,bottom
"D97",365.800000,-53.000000,90.000000,bottom
"D98",366.675000,-33.700000,90.000000,bottom
"D99",384.050000,-33.975000,90.000000,bottom
"D101",385.250000,-53.000000,90.000000,bottom
"D102",385.575000,-71.350000,90.000000,bottom
"D103",384.700000,-91.050000,90.000000,bottom
"D104",385.025000,-109.625000,90.000000,bottom
"D105",386.650000,-121.250000,90.000000,bottom
"D106",385.475000,-100.350000,90.000000,bottom
"D109",386.125000,-60.875000,90.000000,bottom
"D110",396.350000,-29.550000,-90.000000,bottom
"J1",392.369980,-4.385980,0.000000,bottom
"R1",324.162500,-34.050000,180.000000,bottom
"R2",386.211730,-8.695230,0.000000,bottom
"R3",394.969230,-13.885230,180.000000,bottom
"R4",360.068875,-6.035750,180.000000,bottom
"R5",386.258730,-10.727230,0.000000,bottom
"R6",330.721230,-13.185230,0.000000,bottom
"SW1",400.000000,-18.050000,180.000000,bottom
"U1",368.749375,-12.475000,180.000000,bottom
"Y1",369.236875,-22.000000,0.000000,bottom
